"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","151","[API] Create user should return 200_OK when send create user request with valid data. Case: 'zipcode' length = max - 1","tests.api.user","Mon Apr 06 06:17:50 UTC 2026","passed","Mon Apr 06 06:17:50 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: expiry year in the past","tests.web.component.payment","Mon Apr 06 06:28:39 UTC 2026","skipped","Mon Apr 06 06:28:39 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","3275","[WEB] Sign up with valid data. Case: 'company' length = min + 1","tests.web.component.auth","Mon Apr 06 06:27:36 UTC 2026","passed","Mon Apr 06 06:27:40 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","156","[API] Create user should return 200_OK when send create user request with valid data. Case: 'last_name' length = min","tests.api.user","Mon Apr 06 06:17:36 UTC 2026","passed","Mon Apr 06 06:17:36 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: card number all zeros","tests.web.component.payment","Mon Apr 06 06:28:39 UTC 2026","skipped","Mon Apr 06 06:28:39 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'address2' length = max + 1","tests.api.user","Mon Apr 06 06:18:00 UTC 2026","skipped","Mon Apr 06 06:18:00 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","259","[API] Update user should return 200_OK when send update user request with valid data. Case: 'name' length = max - 1","tests.api.user","Mon Apr 06 06:17:36 UTC 2026","passed","Mon Apr 06 06:17:36 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","1184","[WEB Component] Should not add negative products count to cart when click on add to cart button","tests.web.component.product","Mon Apr 06 06:30:58 UTC 2026","passed","Mon Apr 06 06:30:59 UTC 2026","TestProductCard","test_product_details_component","",""
"","3392","[WEB] Sign up with valid data. Case: 'company' length = max","tests.web.component.auth","Mon Apr 06 06:28:21 UTC 2026","passed","Mon Apr 06 06:28:24 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'state' length = min + 1","tests.web.component.auth","Mon Apr 06 06:18:32 UTC 2026","skipped","Mon Apr 06 06:18:32 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name contains special characters","tests.web.component.payment","Mon Apr 06 06:28:39 UTC 2026","skipped","Mon Apr 06 06:28:39 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'birth_month' = 12","tests.web.component.auth","Mon Apr 06 06:18:32 UTC 2026","skipped","Mon Apr 06 06:18:32 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_month' is invalid positive","tests.api.user","Mon Apr 06 06:18:01 UTC 2026","skipped","Mon Apr 06 06:18:01 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'zipcode' length = min - 1","tests.api.user","Mon Apr 06 06:18:00 UTC 2026","skipped","Mon Apr 06 06:18:00 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'email' contains invalid top level domain web","tests.api.user","Mon Apr 06 06:17:30 UTC 2026","skipped","Mon Apr 06 06:17:30 UTC 2026","TestCreateUserApi","test_create_user","",""
"","616","[WEB Component] Should navigate to main page by click on header logo","tests.web.component.base","Mon Apr 06 06:18:50 UTC 2026","passed","Mon Apr 06 06:18:51 UTC 2026","TestHeaderComponent","test_header_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'mobile_number' is empty","tests.api.user","Mon Apr 06 06:17:30 UTC 2026","skipped","Mon Apr 06 06:17:30 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' is empty","tests.web.component.review","Mon Apr 06 06:36:40 UTC 2026","skipped","Mon Apr 06 06:36:40 UTC 2026","TestReviewComponent","test_review_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'zipcode' is absent","tests.api.user","Mon Apr 06 06:17:30 UTC 2026","skipped","Mon Apr 06 06:17:30 UTC 2026","TestCreateUserApi","test_create_user","",""
"","935","[WEB] Should add product review with valid data. Case: 'email' username contains '.'","tests.web.component.review","Mon Apr 06 06:35:32 UTC 2026","passed","Mon Apr 06 06:35:33 UTC 2026","TestReviewComponent","test_review_component","",""
"","510","[WEB] Should add product review with valid data. Case: 'email' domain name length = 2","tests.web.component.review","Mon Apr 06 06:37:18 UTC 2026","passed","Mon Apr 06 06:37:19 UTC 2026","TestReviewComponent","test_review_component","",""
"","148","[API] Create user should return 200_OK when send create user request with valid data. Case: 'birth_month' = 1","tests.api.user","Mon Apr 06 06:17:40 UTC 2026","passed","Mon Apr 06 06:17:40 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'birth_month' is absent","tests.api.user","Mon Apr 06 06:17:30 UTC 2026","skipped","Mon Apr 06 06:17:30 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: cvc too long","tests.web.component.payment","Mon Apr 06 06:28:39 UTC 2026","skipped","Mon Apr 06 06:28:39 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_month' is zero","tests.api.user","Mon Apr 06 06:18:01 UTC 2026","skipped","Mon Apr 06 06:18:01 UTC 2026","TestUpdateUserApi","test_update_user","",""
