"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2101","[WEB Component] Pay with valid card should show success status message. Case: valid: 16 digits number","tests.web.component.payment","2026-08-10","passed","2026-08-10","TestPaymentComponent","test_payment_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name contains non latin characters","tests.web.component.payment","2026-08-10","skipped","2026-08-10","TestPaymentComponent","test_payment_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'email' is word","tests.api.user","2026-08-10","skipped","2026-08-10","TestCreateUserApi","test_create_user","",""
"","268","[API] Update user should return 200_OK when send update user request with valid data. Case: 'state' length = max - 1","tests.api.user","2026-08-10","passed","2026-08-10","TestUpdateUserApi","test_update_user","",""
"","770","[WEB Component] Should navigate to contact us page by click on 'Contact us' button","tests.web.component.base","2026-08-10","passed","2026-08-10","TestHeaderComponent","test_header_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: card number contains special characters","tests.web.component.payment","2026-08-10","skipped","2026-08-10","TestPaymentComponent","test_payment_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: expiry month is empty","tests.web.component.payment","2026-08-10","skipped","2026-08-10","TestPaymentComponent","test_payment_component","",""
"","162","[API] Create user should return 200_OK when send create user request with valid data. Case: 'name' length = min","tests.api.user","2026-08-10","passed","2026-08-10","TestCreateUserApi","test_create_user","",""
"","8476","Purchase products with login while checkout","tests.web.e2e","2026-08-10","passed","2026-08-10","TestPlaceOrder","test_place_order","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: cvc contains special characters","tests.web.component.payment","2026-08-10","skipped","2026-08-10","TestPaymentComponent","test_payment_component","",""
"","170","[WEB Component] Should visible user name when authorized","tests.web.component.base","2026-08-10","passed","2026-08-10","TestHeaderComponent","test_header_component","",""
"","273","[API] Update user should return 200_OK when send update user request with valid data. Case: 'mobile_number' length = max - 1","tests.api.user","2026-08-10","passed","2026-08-10","TestUpdateUserApi","test_update_user","",""
"","510","[WEB] Should add product review with valid data. Case: 'email' domain contains '-'","tests.web.component.review","2026-08-10","passed","2026-08-10","TestReviewComponent","test_review_component","",""
"","4442","[WEB] Sign up with valid data. Case: 'city' length = max - 1","tests.web.component.auth","2026-08-10","passed","2026-08-10","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'email' contains multiple '@' symbols","tests.api.user","2026-08-10","skipped","2026-08-10","TestUpdateUserApi","test_update_user","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' contains username hieroglyphs instead of username","tests.web.component.review","2026-08-10","skipped","2026-08-10","TestReviewComponent","test_review_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_day' is invalid positive","tests.api.user","2026-08-10","skipped","2026-08-10","TestUpdateUserApi","test_update_user","",""
"","0","[WEB] Sign up with invalid data. Case: 'address2' length = min","tests.web.component.auth","2026-08-10","skipped","2026-08-10","TestSignUpWeb","test_signup_component","",""
"","397","[WEB] Should have expected screenshot when not send review","tests.web.component.review","2026-08-10","passed","2026-08-10","TestReviewComponent","test_review_component","",""
"","198","[API] Create user should return 200_OK when send create user request with valid data. Case: 'first_name' length = min + 1","tests.api.user","2026-08-10","passed","2026-08-10","TestCreateUserApi","test_create_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'last_name' length = min - 1","tests.api.user","2026-08-10","skipped","2026-08-10","TestUpdateUserApi","test_update_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'birth_month' is invalid positive","tests.api.user","2026-08-10","skipped","2026-08-10","TestCreateUserApi","test_create_user","",""
"","2399","[WEB Component] Products Carousel should last products when scroll left on first slide","tests.web.component.carousel","2026-08-10","passed","2026-08-10","TestProductCarousel","test_product_carousel","",""
"","3972","[WEB] Sign up with valid data. Case: 'first_name' length = min","tests.web.component.auth","2026-08-10","passed","2026-08-10","TestSignUpWeb","test_signup_component","",""
"","496","[API] Update user should return 200_OK when send update user request with valid data. Case: 'birth_year' = 1","tests.api.user","2026-08-10","passed","2026-08-10","TestUpdateUserApi","test_update_user","",""
"","7150","[WEB] Sign up with valid data. Case: 'zipcode' length = min + 1","tests.web.component.auth","2026-08-10","passed","2026-08-10","TestSignUpWeb","test_signup_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'address2' is empty","tests.api.user","2026-08-10","skipped","2026-08-10","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' contains '-' after '@'","tests.web.component.review","2026-08-10","skipped","2026-08-10","TestReviewComponent","test_review_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'last_name' length = max + 1","tests.api.user","2026-08-10","skipped","2026-08-10","TestCreateUserApi","test_create_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'mobile_number' length = max + 1","tests.api.user","2026-08-10","skipped","2026-08-10","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name contains trailing spaces","tests.web.component.payment","2026-08-10","skipped","2026-08-10","TestPaymentComponent","test_payment_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: cvc contains letters","tests.web.component.payment","2026-08-10","skipped","2026-08-10","TestPaymentComponent","test_payment_component","",""
"","178","[API] Create user should return 200_OK when send create user request with valid data. Case: 'mobile_number' length = min + 1","tests.api.user","2026-08-10","passed","2026-08-10","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Sign up with invalid data. Case: 'address1' length = min","tests.web.component.auth","2026-08-10","skipped","2026-08-10","TestSignUpWeb","test_signup_component","",""
"","661","[WEB] Should add product review with valid data. Case: 'email' domain length = 2","tests.web.component.review","2026-08-10","passed","2026-08-10","TestReviewComponent","test_review_component","",""
"","4807","[WEB] Sign up with valid data. Case: 'birth_month' = 1","tests.web.component.auth","2026-08-10","passed","2026-08-10","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'name' length = max + 1","tests.api.user","2026-08-10","skipped","2026-08-10","TestUpdateUserApi","test_update_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'email' contains username hieroglyphs instead of username","tests.api.user","2026-08-10","skipped","2026-08-10","TestCreateUserApi","test_create_user","",""
"","187","[API] Create user should return 200_OK when send create user request with valid data. Case: 'state' length = min","tests.api.user","2026-08-10","passed","2026-08-10","TestCreateUserApi","test_create_user","",""
"","279","[API] Update user should return 200_OK when send update user request with valid data. Case: 'zipcode' length = max","tests.api.user","2026-08-10","passed","2026-08-10","TestUpdateUserApi","test_update_user","",""
