"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'address2' length = min - 1","tests.api.user","2026-07-27","skipped","2026-07-27","TestCreateUserApi","test_create_user","",""
"","177","[API] Update user should return 200_OK when send update user request with valid data. Case: 'first_name' length = max","tests.api.user","2026-07-27","passed","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","4753","[WEB] Sign up with valid data. Case: 'address1' length = max - 1","tests.web.component.auth","2026-07-27","passed","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'address1' is absent","tests.api.user","2026-07-27","skipped","2026-07-27","TestCreateUserApi","test_create_user","",""
"","10573","[WEB Component] Category filter group should be collapsed after expand another group","tests.web.component.filter","2026-07-27","passed","2026-07-27","TestCategoryFilter","test_category_filter","",""
"","115","[API] Create user should return 200_OK when send create user request with valid data. Case: 'company' length = min + 1","tests.api.user","2026-07-27","passed","2026-07-27","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'name' length = max + 1","tests.web.component.review","2026-07-27","skipped","2026-07-27","TestReviewComponent","test_review_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'first_name' length = min + 1","tests.web.component.auth","2026-07-27","skipped","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'mobile_number' length = max - 1","tests.web.component.auth","2026-07-27","skipped","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'city' is absent","tests.api.user","2026-07-27","skipped","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","250","Should return user not found when user password invalid","tests.api.user","2026-07-27","passed","2026-07-27","TestVerifyLoginApi","test_verify_login","",""
"","179","[API] Update user should return 200_OK when send update user request with valid data. Case: 'company' length = min","tests.api.user","2026-07-27","passed","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","1431","[WEB Component] Category filter should have expected screenshot when collapsed","tests.web.component.filter","2026-07-27","passed","2026-07-27","TestCategoryFilter","test_category_filter","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name length = min - 1","tests.web.component.payment","2026-07-27","skipped","2026-07-27","TestPaymentComponent","test_payment_component","",""
"","4583","[WEB] Sign up with valid data. Case: 'address1' length = min + 1","tests.web.component.auth","2026-07-27","passed","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","993","[WEB] Should add product review with valid data. Case: 'email' contains subdomain","tests.web.component.review","2026-07-27","passed","2026-07-27","TestReviewComponent","test_review_component","",""
"","131","[WEB Component] Should visible user name when authorized","tests.web.component.base","2026-07-27","passed","2026-07-27","TestHeaderComponent","test_header_component","",""
"","3534","[WEB] Sign up with valid data. Case: 'state' length = max","tests.web.component.auth","2026-07-27","passed","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","113","[API] Update user should return 404_BAD_REQUEST when send update user request with not existing email","tests.api.user","2026-07-27","passed","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","9765","Purchase products with sign up before checkout","tests.web.e2e","2026-07-27","passed","2026-07-27","TestPlaceOrder","test_place_order","",""
"","267","[API] Update user should return 200_OK when send update user request with valid data. Case: 'mobile_number' length = min + 1","tests.api.user","2026-07-27","passed","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","3321","[WEB] Sign up with valid data. Case: 'birth_month' = 12","tests.web.component.auth","2026-07-27","passed","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'email' contains text before username","tests.api.user","2026-07-27","skipped","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","2297","[WEB Component] Products Carousel should last products when scroll left on first slide","tests.web.component.carousel","2026-07-27","passed","2026-07-27","TestProductCarousel","test_product_carousel","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name contains non latin characters","tests.web.component.payment","2026-07-27","skipped","2026-07-27","TestPaymentComponent","test_payment_component","",""
"","516","[WEB Component] Pay with valid card should show success status message. Case: valid: future year","tests.web.component.payment","2026-07-27","passed","2026-07-27","TestPaymentComponent","test_payment_component","",""
"","1797","[WEB Component] Should navigate to main page by click on header logo","tests.web.component.base","2026-07-27","passed","2026-07-27","TestHeaderComponent","test_header_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'state' length = max + 1","tests.api.user","2026-07-27","skipped","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'name' is empty","tests.api.user","2026-07-27","skipped","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","0","[WEB] Sign up with invalid data. Case: 'address2' length = max - 1","tests.web.component.auth","2026-07-27","skipped","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","140","[API] Create user should return 200_OK when send create user request with valid data. Case: 'address1' length = min + 1","tests.api.user","2026-07-27","passed","2026-07-27","TestCreateUserApi","test_create_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'city' is absent","tests.api.user","2026-07-27","skipped","2026-07-27","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' not contains '@' symbol","tests.web.component.review","2026-07-27","skipped","2026-07-27","TestReviewComponent","test_review_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'birth_month' = 12","tests.web.component.auth","2026-07-27","skipped","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","529","[WEB] Should add product review with valid data. Case: 'message' length = min","tests.web.component.review","2026-07-27","passed","2026-07-27","TestReviewComponent","test_review_component","",""
"","222","[API] Create user should return 200_OK when send create user request with valid data. Case: 'first_name' length = max","tests.api.user","2026-07-27","passed","2026-07-27","TestCreateUserApi","test_create_user","",""
"","540","[WEB Component] Should navigate to cart page by click 'Cart' button","tests.web.component.base","2026-07-27","passed","2026-07-27","TestHeaderComponent","test_header_component","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' not contains username","tests.web.component.review","2026-07-27","skipped","2026-07-27","TestReviewComponent","test_review_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'name' length = min - 1","tests.api.user","2026-07-27","skipped","2026-07-27","TestCreateUserApi","test_create_user","",""
"","3480","[WEB] Sign up with valid data. Case: 'first_name' length = max - 1","tests.web.component.auth","2026-07-27","passed","2026-07-27","TestSignUpWeb","test_signup_component","",""
"","749","[WEB Component] Animated product card should have expected data","tests.web.component.product","2026-07-27","passed","2026-07-27","TestAnimatedProductCard","test_animated_product_card_component","",""
"","156","[API] Update user should return 200_OK when send update user request with valid data. Case: 'first_name' length = max - 1","tests.api.user","2026-07-27","passed","2026-07-27","TestUpdateUserApi","test_update_user","",""
"","671","[WEB] Should add product review with valid data. Case: 'email' domain length = 2","tests.web.component.review","2026-07-27","passed","2026-07-27","TestReviewComponent","test_review_component","",""
