"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","[WEB] Sign up with invalid data. Case: 'zipcode' length = max","tests.web.component.auth","Mon May 04 07:37:49 UTC 2026","skipped","Mon May 04 07:37:49 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_day' is negative","tests.api.user","Mon May 04 07:37:19 UTC 2026","skipped","Mon May 04 07:37:19 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","160","[API] Create user should return 200_OK when send create user request with valid data. Case: 'company' length = min","tests.api.user","Mon May 04 07:37:02 UTC 2026","passed","Mon May 04 07:37:02 UTC 2026","TestCreateUserApi","test_create_user","",""
"","447","[WEB] Should add product review with valid data. Case: 'message' length = min + 1","tests.web.component.review","Mon May 04 07:56:41 UTC 2026","passed","Mon May 04 07:56:41 UTC 2026","TestReviewComponent","test_review_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'email' not contains '@' symbol","tests.api.user","Mon May 04 07:37:19 UTC 2026","skipped","Mon May 04 07:37:19 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_day' is zero","tests.api.user","Mon May 04 07:37:19 UTC 2026","skipped","Mon May 04 07:37:19 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'email' not contains username","tests.api.user","Mon May 04 07:37:19 UTC 2026","skipped","Mon May 04 07:37:19 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","3289","[WEB] Sign up with valid data. Case: 'zipcode' length = min + 1","tests.web.component.auth","Mon May 04 07:54:02 UTC 2026","passed","Mon May 04 07:54:06 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","130","[API] Create user should return 200_OK when send create user request with valid data. Case: 'name' length = max","tests.api.user","Mon May 04 07:36:56 UTC 2026","passed","Mon May 04 07:36:56 UTC 2026","TestCreateUserApi","test_create_user","",""
"","1667","[WEB Component] Pay with valid card should show success status message. Case: valid: cvc typical","tests.web.component.payment","Mon May 04 07:46:35 UTC 2026","passed","Mon May 04 07:46:37 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","123","[API] Create user should return 200_OK when send create user request with valid data. Case: 'state' length = min + 1","tests.api.user","Mon May 04 07:37:04 UTC 2026","passed","Mon May 04 07:37:04 UTC 2026","TestCreateUserApi","test_create_user","",""
"","597","[WEB] Should add product review with valid data. Case: 'email' has not exists email service","tests.web.component.review","Mon May 04 07:53:38 UTC 2026","passed","Mon May 04 07:53:38 UTC 2026","TestReviewComponent","test_review_component","",""
"","244","[API] Update user should return 200_OK when send update user request with valid data. Case: 'last_name' length = max","tests.api.user","Mon May 04 07:37:03 UTC 2026","passed","Mon May 04 07:37:04 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'first_name' length = min - 1","tests.api.user","Mon May 04 07:37:19 UTC 2026","skipped","Mon May 04 07:37:19 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","4323","[WEB] Sign up with valid data. Case: 'first_name' length = min","tests.web.component.auth","Mon May 04 07:39:40 UTC 2026","passed","Mon May 04 07:39:44 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","168","[API] Update user should return 200_OK when send update user request with valid data. Case: 'address2' length = max - 1","tests.api.user","Mon May 04 07:37:15 UTC 2026","passed","Mon May 04 07:37:15 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'address1' is empty","tests.api.user","Mon May 04 07:37:19 UTC 2026","skipped","Mon May 04 07:37:19 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","1606","[WEB] Should add product review with valid data. Case: 'message' length = max","tests.web.component.review","Mon May 04 07:55:14 UTC 2026","passed","Mon May 04 07:55:15 UTC 2026","TestReviewComponent","test_review_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: cvc contains special characters","tests.web.component.payment","Mon May 04 07:47:39 UTC 2026","skipped","Mon May 04 07:47:39 UTC 2026","TestPaymentComponent","test_payment_component","",""
