"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","649","[WEB] Should add product review with valid data. Case: 'email' has not exists email service","tests.web.component.review","2026-06-15","passed","2026-06-15","TestReviewComponent","test_review_component","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' not contains '@' symbol","tests.web.component.review","2026-06-15","skipped","2026-06-15","TestReviewComponent","test_review_component","",""
"","630","[API] Update user should return 200_OK when send update user request with valid data. Case: 'zipcode' length = max - 1","tests.api.user","2026-06-15","passed","2026-06-15","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'address2' is empty","tests.api.user","2026-06-15","skipped","2026-06-15","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'email' contains '-' after '@'","tests.api.user","2026-06-15","skipped","2026-06-15","TestUpdateUserApi","test_update_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'first_name' is absent","tests.api.user","2026-06-15","skipped","2026-06-15","TestCreateUserApi","test_create_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'birth_day' is zero","tests.api.user","2026-06-15","skipped","2026-06-15","TestCreateUserApi","test_create_user","",""
"","343","[API] Create user should return 200_OK when send create user request with valid data. Case: 'zipcode' length = max","tests.api.user","2026-06-15","passed","2026-06-15","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'name' length = max + 1","tests.web.component.review","2026-06-15","skipped","2026-06-15","TestReviewComponent","test_review_component","",""
"","5641","[WEB] Sign up with valid data. Case: 'birth_day' = 1","tests.web.component.auth","2026-06-15","passed","2026-06-15","TestSignUpWeb","test_signup_component","",""
"","847","[WEB] Sign in with invalid credentials. Case: {case_title}","tests.web.component.auth","2026-06-15","passed","2026-06-15","TestLoginWeb","test_login_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'email' contains '-' after '@'","tests.api.user","2026-06-15","skipped","2026-06-15","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: expiry month = 00","tests.web.component.payment","2026-06-15","skipped","2026-06-15","TestPaymentComponent","test_payment_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'address2' length = min + 1","tests.web.component.auth","2026-06-15","skipped","2026-06-15","TestSignUpWeb","test_signup_component","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'message' length = max - 1","tests.web.component.review","2026-06-15","skipped","2026-06-15","TestReviewComponent","test_review_component","",""
"","1382","[WEB Component] Page scroller scroll page to top","tests.web.component.base","2026-06-15","passed","2026-06-15","TestPageScrollerComponent","test_page_scroller_component","",""
"","1792","[WEB Component] Should add product to cart when click on add to cart button","tests.web.component.product","2026-06-15","passed","2026-06-15","TestProductCard","test_product_details_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'city' length = min - 1","tests.api.user","2026-06-15","skipped","2026-06-15","TestCreateUserApi","test_create_user","",""
